plume_id,status,reason,mask_positive_pixels,mask_center20_sum,s2_0_std_512,s2_-7_std_512,s2_prev2_std_512,s2_prev3_std_512,s2_-90_std_512,s2_-360_std_512,resized_512x512_path
tan20260308t192905c34s4001-A,ok,,6273,235,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260308t192905c34s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260308t192905c34s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260308t192905c34s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260308t192905c34s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260308t192905c34s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260308t192905c34s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260308t192905c34s4001-A/resized_512x512.tif
tan20260309t092827c54s4001-A,ok,,4310,281,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-A/resized_512x512.tif
tan20260309t092827c54s4001-B,ok,,247,179,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-B/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-B/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-B/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-B/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-B/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-B/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-B/resized_512x512.tif
tan20260309t092827c54s4001-C,ok,,3031,211,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-C/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-C/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-C/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-C/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-C/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-C/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t092827c54s4001-C/resized_512x512.tif
tan20260309t184938c94s4001-E,ok,,520,291,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-E/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-E/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-E/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-E/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-E/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-E/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-E/resized_512x512.tif
tan20260309t184938c94s4001-F,ok,,338,264,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-F/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-F/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-F/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-F/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-F/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-F/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-F/resized_512x512.tif
tan20260309t184938c94s4001-H,ok,,437,283,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-H/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-H/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-H/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-H/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-H/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-H/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260309t184938c94s4001-H/resized_512x512.tif
tan20260310t040818c83s4001-B,ok,,2377,313,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t040818c83s4001-B/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t040818c83s4001-B/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t040818c83s4001-B/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t040818c83s4001-B/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t040818c83s4001-B/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t040818c83s4001-B/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t040818c83s4001-B/resized_512x512.tif
tan20260310t071811c37s4001-A,ok,,1659,396,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-A/resized_512x512.tif
tan20260310t071811c37s4001-B,ok,,3349,322,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-B/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-B/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-B/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-B/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-B/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-B/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-B/resized_512x512.tif
tan20260310t071811c37s4001-E,ok,,1659,285,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-E/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-E/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-E/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-E/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-E/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-E/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t071811c37s4001-E/resized_512x512.tif
tan20260310t152000c33s4001-A,ok,,2970,321,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t152000c33s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t152000c33s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t152000c33s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t152000c33s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t152000c33s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t152000c33s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260310t152000c33s4001-A/resized_512x512.tif
tan20260311t094010c01s4001-A,ok,,4590,267,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t094010c01s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t094010c01s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t094010c01s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t094010c01s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t094010c01s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t094010c01s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t094010c01s4001-A/resized_512x512.tif
tan20260311t190317c10s4001-A,ok,,2166,347,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-A/resized_512x512.tif
tan20260311t190317c10s4001-B,ok,,1890,273,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-B/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-B/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-B/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-B/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-B/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-B/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-B/resized_512x512.tif
tan20260311t190317c10s4001-C,ok,,925,252,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-C/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-C/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-C/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-C/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-C/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-C/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-C/resized_512x512.tif
tan20260311t190317c10s4001-D,ok,,1068,343,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-D/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-D/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-D/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-D/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-D/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-D/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-D/resized_512x512.tif
tan20260311t190317c10s4001-F,ok,,979,239,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-F/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-F/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-F/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-F/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-F/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-F/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-F/resized_512x512.tif
tan20260311t190317c10s4001-G,ok,,665,336,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-G/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-G/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-G/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-G/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-G/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-G/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-G/resized_512x512.tif
tan20260311t190317c10s4001-H,ok,,865,311,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-H/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-H/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-H/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-H/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-H/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-H/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-H/resized_512x512.tif
tan20260311t190317c10s4001-I,ok,,717,318,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-I/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-I/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-I/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-I/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-I/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-I/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260311t190317c10s4001-I/resized_512x512.tif
tan20260312t073209c50s4001-A,ok,,10354,398,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-A/resized_512x512.tif
tan20260312t073209c50s4001-B,ok,,827,384,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-B/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-B/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-B/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-B/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-B/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-B/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t073209c50s4001-B/resized_512x512.tif
tan20260312t103532c62s4001-A,ok,,3252,397,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t103532c62s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t103532c62s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t103532c62s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t103532c62s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t103532c62s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t103532c62s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260312t103532c62s4001-A/resized_512x512.tif
tan20260313t065426c45s4001-A,ok,,823,300,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-A/resized_512x512.tif
tan20260313t065426c45s4001-K,ok,,11331,241,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-K/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-K/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-K/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-K/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-K/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-K/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260313t065426c45s4001-K/resized_512x512.tif
tan20260314t044235c49s4001-A,ok,,9060,351,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-A/resized_512x512.tif
tan20260314t044235c49s4001-B,ok,,20980,378,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-B/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-B/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-B/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-B/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-B/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-B/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t044235c49s4001-B/resized_512x512.tif
tan20260314t060813c77s4001-A,ok,,12433,400,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-A/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-A/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-A/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-A/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-A/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-A/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-A/resized_512x512.tif
tan20260314t060813c77s4001-C,ok,,20687,399,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-C/s2_0_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-C/s2_-7_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-C/s2_prev2_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-C/s2_prev3_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-C/s2_-90_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-C/s2_-360_std_512.tif,/diniuvol/yuyao/s2_gee_legacy_notebook_6time_std512/tan20260314t060813c77s4001-C/resized_512x512.tif
